case_id,customer_message,support_conversation,final_support_response,num_turns,num_customer_turns,num_support_turns,evidence_status
apple_1010495,@115858 ever since I updated my phone a week ago. I cannot go to a full screen video. What gives? It was fine before the update.,"CUSTOMER: @115858 ever since I updated my phone a week ago. I cannot go to a full screen video. What gives? It was fine before the update.
SUPPORT: @359110 Let’s get your videos back to normal. To begin, let us know if you notice this with a specific app, or multiple?
CUSTOMER: @AppleSupport Yes, happens with YouTube, Twitter videos, and televised games that I watch.
SUPPORT: @359110 Thank you. Have you been able to restart your iPhone since noticing this? This page mentions how: https://t.co/d59djUbfjV
CUSTOMER: @AppleSupport Did that. Still the same.
SUPPORT: @359110 Have you updated to 11.0.3? https://t.co/80YRnjDFDk Send us a DM and let us know. https://t.co/GDrqU22YpT",@359110 Have you updated to 11.0.3? https://t.co/80YRnjDFDk Send us a DM and let us know. https://t.co/GDrqU22YpT,6,3,3,SUPPORT_RESPONSE_PRESENT
apple_1010501,iOS 11 is one of the buggiest OS upgrades. iMessage crashes like hell.. #apple @AppleSupport,"CUSTOMER: iOS 11 is one of the buggiest OS upgrades. iMessage crashes like hell.. #apple @AppleSupport
CUSTOMER: @123516 @AppleSupport Facing so many problems 😤
SUPPORT: @123516 We'd like to help. On which device are you experiencing this issue on?
CUSTOMER: @AppleSupport iPhone 📱 7 Plus
SUPPORT: @359696 We want your iPhone to be working as expected. Send us a DM with details, and we'll start there. https://t.co/GDrqU22YpT
SUPPORT: @123516 Thanks and are you experiencing this issue on the latest version of iOS 11.0.3?
CUSTOMER: @AppleSupport Yes, updated to latest one.
SUPPORT: @123516 Thanks! Please send us a DM and give us more details about the way you see iMessage behaving. We're here for you. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport I have added details about the issue in DM. Thanks
CUSTOMER: @AppleSupport @359696 Thanks @AppleSupport, for the follow-up. Hoping for a bug-free update in the future which will consider all corner cases.",@123516 Thanks! Please send us a DM and give us more details about the way you see iMessage behaving. We're here for you. https://t.co/GDrqU22YpT,10,6,4,SUPPORT_RESPONSE_PRESENT
apple_1010509,@AppleSupport helpppppppp https://t.co/ZCYexRhQPm,"CUSTOMER: @AppleSupport helpppppppp https://t.co/ZCYexRhQPm
SUPPORT: @359111 We're here to help! Check out this article regarding iPhone activation: https://t.co/ywHIZGN4Ac
CUSTOMER: @AppleSupport I want to activate it via itunes, but when I connect to itunes its error 💆
SUPPORT: @359111 Let's look into this issue together. Join us in DM with details about the error you receive: https://t.co/GDrqU22YpT",@359111 Let's look into this issue together. Join us in DM with details about the error you receive: https://t.co/GDrqU22YpT,4,2,2,SUPPORT_RESPONSE_PRESENT
apple_1010512,"Sir, my iphone SE has started to hang and the screen becomes absolutely non responsive since the iOS 11.0.3 @AppleSupport plz help 😓","CUSTOMER: Sir, my iphone SE has started to hang and the screen becomes absolutely non responsive since the iOS 11.0.3 @AppleSupport plz help 😓
SUPPORT: @359112 We're always happy to help. Let's get together in DM and dig into the issue. https://t.co/GDrqU22YpT",@359112 We're always happy to help. Let's get together in DM and dig into the issue. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1010516,I don't know what happened？🌚🐶@116333 @AppleSupport #ios11 https://t.co/SmYklMAaQI,"CUSTOMER: I don't know what happened？🌚🐶@116333 @AppleSupport #ios11 https://t.co/SmYklMAaQI
SUPPORT: @359113 Thanks for reaching out. How long has this been happening? Does that persist after a restart? https://t.co/OWRDHWSt4h
CUSTOMER: @AppleSupport When I re-unlocked my iphone SE, It was back to normal
SUPPORT: @359113 Super, glad it is back to normal. Let us know if you need anything else.","@359113 Super, glad it is back to normal. Let us know if you need anything else.",4,2,2,SUPPORT_RESPONSE_PRESENT
apple_1010519,Can someone at @AppleSupport (or anyone) tell me why my iPhone has started randomly beeping for no apparent reason?,"CUSTOMER: Can someone at @AppleSupport (or anyone) tell me why my iPhone has started randomly beeping for no apparent reason?
SUPPORT: @359114 We're here to help. Please DM us with your iPhone model and we'll assist you from there. https://t.co/GDrqU22YpT",@359114 We're here to help. Please DM us with your iPhone model and we'll assist you from there. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1010526,He salido de casa con un 70% de batería y ya voy por el 56. Salí hace 10 minutos... gracias @115858,"CUSTOMER: He salido de casa con un 70% de batería y ya voy por el 56. Salí hace 10 minutos... gracias @115858
CUSTOMER: @359117 @115858 A mí también me pasa 🤦🏼‍♀️
CUSTOMER: @359116 @359117 @115858 El wifi y bluetooth chupan mucho. Si los desconectas te durara un poco más que a mi tmbme pasaba
SUPPORT: @359115 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs",@359115 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,4,3,1,SUPPORT_RESPONSE_PRESENT
apple_1010528,@AppleSupport Anyone know how to stop iPhone locking when using maps ? No “never” option on auto lock,"CUSTOMER: @AppleSupport Anyone know how to stop iPhone locking when using maps ? No “never” option on auto lock
SUPPORT: @359118 We'd look into this with you! Send us a DM and we will proceed from there. https://t.co/GDrqU22YpT",@359118 We'd look into this with you! Send us a DM and we will proceed from there. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1010530,@AppleSupport is there a Smart Cover or case for the 2nd gen 12.9 inch iPad Pro? ... can’t see any on the Apple website!,"CUSTOMER: @AppleSupport is there a Smart Cover or case for the 2nd gen 12.9 inch iPad Pro? ... can’t see any on the Apple website!
SUPPORT: @328752 There absolutely is. Check it out here: https://t.co/fMbESkiDgD‑inch-ipad-pro-charcoal-gray?fnode=9a",@328752 There absolutely is. Check it out here: https://t.co/fMbESkiDgD‑inch-ipad-pro-charcoal-gray?fnode=9a,2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1010532,@AppleSupport iPhone 7 S plus and have downloaded the latest update. I have seen no changes &amp; my interface looks different than my friend's.,"CUSTOMER: @AppleSupport iPhone 7 S plus and have downloaded the latest update. I have seen no changes &amp; my interface looks different than my friend's.
SUPPORT: @331098 We'd like to look into this with you. Send us a DM by clicking on the link below. We'll continue there. https://t.co/GDrqU22YpT",@331098 We'd like to look into this with you. Send us a DM by clicking on the link below. We'll continue there. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1010549,@AppleSupport :neues iPhone 8 / 11.0.3 BT  funktioniert nicht😡 weder Auto-Freisprecheinrichtung (AUDI) noch POLAR-Firnessuhr verbindet? Wtf,"CUSTOMER: @AppleSupport :neues iPhone 8 / 11.0.3 BT  funktioniert nicht😡 weder Auto-Freisprecheinrichtung (AUDI) noch POLAR-Firnessuhr verbindet? Wtf
SUPPORT: @359124 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj",@359124 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1010551,@AppleSupport my iPhone 6plus is extremely hot and won't charge . what is the cause and the possible solution,"CUSTOMER: @AppleSupport my iPhone 6plus is extremely hot and won't charge . what is the cause and the possible solution
SUPPORT: @359125 Meet us in Direct Message at the link below. We want to help with your iPhone 6 Plus. https://t.co/GDrqU22YpT",@359125 Meet us in Direct Message at the link below. We want to help with your iPhone 6 Plus. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1010562,Does anyone have a workable way of getting photos from an iPhone6 to an iMac that actually works or have @115858 really turned to shit?,"CUSTOMER: Does anyone have a workable way of getting photos from an iPhone6 to an iMac that actually works or have @115858 really turned to shit?
SUPPORT: @359128 We can help. There's a few options for importing photos: https://t.co/KaRBU8jg1j For more, connect here: https://t.co/IBIY3vMgPj","@359128 We can help. There's a few options for importing photos: https://t.co/KaRBU8jg1j For more, connect here: https://t.co/IBIY3vMgPj",2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1010564,"Dear @AppleSupport 
In iOS 11 Sindhi is not fully supported. See the picture below iOS 11 fonts not supporting some character properly. https://t.co/0xsEKE9Vb5","CUSTOMER: Dear @AppleSupport 
In iOS 11 Sindhi is not fully supported. See the picture below iOS 11 fonts not supporting some character properly. https://t.co/0xsEKE9Vb5
SUPPORT: @359129 We received your DM. Let's continue to work together there. You should have our reply soon. https://t.co/GDrqU22YpT",@359129 We received your DM. Let's continue to work together there. You should have our reply soon. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1010566,"Never had such a bad software update for my iPhone 5s,nothing works anymore #worseupdate #appsstuck #apple #just anotherphone @AppleSupport","CUSTOMER: Never had such a bad software update for my iPhone 5s,nothing works anymore #worseupdate #appsstuck #apple #just anotherphone @AppleSupport
SUPPORT: @359130 Certainly not the behavior we want you to experience. We want to help. Could you tell us which iOS version you're using?",@359130 Certainly not the behavior we want you to experience. We want to help. Could you tell us which iOS version you're using?,2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1010569,@AppleSupport I am in PR with #FEMA and my Apple Watch charger went missing #help how can I change it??? Thanks 🙏,"CUSTOMER: @AppleSupport I am in PR with #FEMA and my Apple Watch charger went missing #help how can I change it??? Thanks 🙏
SUPPORT: @125141 We can look at options in DM. Send us one with the link below. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport I DM you",@125141 We can look at options in DM. Send us one with the link below. https://t.co/GDrqU22YpT,3,2,1,SUPPORT_RESPONSE_PRESENT
apple_1010808,if i can listen to a voice note on speaker my phone shouldnt be going into 'sleep mode' while its playing @AppleSupport fix it please,"CUSTOMER: if i can listen to a voice note on speaker my phone shouldnt be going into 'sleep mode' while its playing @AppleSupport fix it please
CUSTOMER: @AppleSupport also can i get a fast forward option??? so that when this happens i dont have to listen to it all over again.
CUSTOMER: @AppleSupport sincerely someone who just had to play the same voice note 5 times... just to hear the last 30 seconds
SUPPORT: @359190 We can get you the best options. What’s your Auto-Lock time set to in Settings &gt; Display &amp; Brightness &gt; Auto-Lock?
CUSTOMER: @AppleSupport Thanks for the temporary option.. anyway my suggestion can be sent in though if it hasn't already been
SUPPORT: @359190 We're always on the lookout for customer feedback, and we invite you to submit yours here: https://t.co/eTPVYVFyd8
CUSTOMER: @AppleSupport Thanks","@359190 We're always on the lookout for customer feedback, and we invite you to submit yours here: https://t.co/eTPVYVFyd8",7,5,2,SUPPORT_RESPONSE_PRESENT
apple_1010815,"@AppleSupport Your connection is not private https://t.co/X1CPv0Z1r9 How could you missed that, just wondering? cc: @115858 https://t.co/KS4tA2alAc","CUSTOMER: @AppleSupport Your connection is not private https://t.co/X1CPv0Z1r9 How could you missed that, just wondering? cc: @115858 https://t.co/KS4tA2alAc
CUSTOMER: @AppleSupport @115858 Can’t connect ur website from Turkey and you haven’t done anything yet! What is wrong with you? https://t.co/X1CPv0Z1r9 https://t.co/9HBjqhSyv9
SUPPORT: @359191 Do you get the same alert when you try to visit the link https://t.co/yQnHDPU4Jx for our Turkish Apple Site?
CUSTOMER: @AppleSupport No but https://t.co/X1CPv0Z1r9 is your offical Turkish domain address and SSL certificate expired or something like that.
SUPPORT: @359191 Please use https://t.co/gMyXnzOYSy to access our website and available services in your country.
CUSTOMER: @AppleSupport Thanks for letting me know but how about other users? You must fix this issue soon, you are loosing visitors. It also not only affected me.
CUSTOMER: @AppleSupport This one is NL official domain https://t.co/lImIntPn4o or that one is UK official domain https://t.co/m7ZaYljl8m Hope this helps.",@359191 Please use https://t.co/gMyXnzOYSy to access our website and available services in your country.,7,5,2,SUPPORT_RESPONSE_PRESENT
apple_1010818,Having lots of issues with notifications since updating to iOS 11 @AppleSupport and so are a lot of people...,"CUSTOMER: Having lots of issues with notifications since updating to iOS 11 @AppleSupport and so are a lot of people...
SUPPORT: @359192 We'd like to take a look at this together. What seems to be going on with your notifications?
CUSTOMER: @AppleSupport I don’t get them for some apps. I’ve turned the notifications off and on again in my settings but it still doesn’t work
SUPPORT: @359192 What apps are you having issues with? Let us know in DM and we'll look into this further. https://t.co/GDrqU22YpT",@359192 What apps are you having issues with? Let us know in DM and we'll look into this further. https://t.co/GDrqU22YpT,4,2,2,SUPPORT_RESPONSE_PRESENT
apple_1011517,So does @115858 purposely sabotage our phones when we are almost up for an upgrade? My battery drains so fast and my charger isn’t working!,"CUSTOMER: So does @115858 purposely sabotage our phones when we are almost up for an upgrade? My battery drains so fast and my charger isn’t working!
SUPPORT: @359327 We're here to help. Have you already updated to iOS 11.0.3? Are you using the charger that came with it? Let us know in DM. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport @359327 I'm trying to download 11.0.3 but it keep saying an error has occurred
SUPPORT: @359326 We're here to help. How are you trying to update your device, through Wi-Fi or iTunes?","@359326 We're here to help. How are you trying to update your device, through Wi-Fi or iTunes?",4,2,2,SUPPORT_RESPONSE_PRESENT
apple_1011519,"@AppleSupport 
iphone 6s too full !!
the apple stays on for only 5 sec 
trying to empty it  but I switched it off and then no way to on","CUSTOMER: @AppleSupport 
iphone 6s too full !!
the apple stays on for only 5 sec 
trying to empty it  but I switched it off and then no way to on
SUPPORT: @359328 We'd love to help and recommend all of these steps first: https://t.co/8MvHMFZ83h Let us know how it goes.",@359328 We'd love to help and recommend all of these steps first: https://t.co/8MvHMFZ83h Let us know how it goes.,2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1011521,All good and well sending me a code to start a chat with @AppleSupport but my phone is disbaled so i can't see it!! Help please!,"CUSTOMER: All good and well sending me a code to start a chat with @AppleSupport but my phone is disbaled so i can't see it!! Help please!
SUPPORT: @359329 We want to help you. DM us, and we'll let us know what you see on the screen. We'll try to assist. https://t.co/GDrqU22YpT","@359329 We want to help you. DM us, and we'll let us know what you see on the screen. We'll try to assist. https://t.co/GDrqU22YpT",2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1011523,@115858 what you done to the podcast app! It’s lost its streamlined navigation and is now very glitchy. Also #ios11 chews through battery. 😡😑,"CUSTOMER: @115858 what you done to the podcast app! It’s lost its streamlined navigation and is now very glitchy. Also #ios11 chews through battery. 😡😑
SUPPORT: @359330 We'd like to have help out and take a closer look at this. Send us a DM to continue. https://t.co/GDrqU22YpT",@359330 We'd like to have help out and take a closer look at this. Send us a DM to continue. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1011597,Ever since I updated my phone it keeps rejected my charger. “This accessory can not be supported” like really? @115858,"CUSTOMER: Ever since I updated my phone it keeps rejected my charger. “This accessory can not be supported” like really? @115858
SUPPORT: @359353 We know how important it is to be able to charge your device &amp; we'd like to help. Are you using an Apple-branded charger?
CUSTOMER: @AppleSupport Hello, I am not. Chargers of other brands work just fine with my iPhone. I just noticed when I updated to ios11 it is rejecting the charger.
SUPPORT: @359353 Have you had the chance to try an official Apple charger? This step would help us further isolate the issue.
CUSTOMER: @AppleSupport I was able to obtain an Apple charger. It is working so far. Thanks!",@359353 Have you had the chance to try an official Apple charger? This step would help us further isolate the issue.,5,3,2,SUPPORT_RESPONSE_PRESENT
apple_1011771,@115858 como faço para melhorar o desempenho da bateria do meu IPhone 6S? #Ios11Fail,"CUSTOMER: @115858 como faço para melhorar o desempenho da bateria do meu IPhone 6S? #Ios11Fail
SUPPORT: @359392 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt","@359392 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1011773,@AppleSupport I’ve never been as frustrated with an #Apple product as I am with the the iOS.  Terrible. Very buggy,"CUSTOMER: @AppleSupport I’ve never been as frustrated with an #Apple product as I am with the the iOS.  Terrible. Very buggy
SUPPORT: @359393 Meet us in DM and we’ll do all that we can to get your devices working as expected. https://t.co/GDrqU22YpT",@359393 Meet us in DM and we’ll do all that we can to get your devices working as expected. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1011779,What’s the point of Apple Pay if it never works @AppleSupport,"CUSTOMER: What’s the point of Apple Pay if it never works @AppleSupport
SUPPORT: @359396 Give us some details on what happens when you try to use Apple Pay, and we’ll parter with you to work towards a resolution.","@359396 Give us some details on what happens when you try to use Apple Pay, and we’ll parter with you to work towards a resolution.",2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1011781,@AppleSupport I am suffering same issue 3rd time !it was previously repaired 2weeks ago#applesupport #shameapple #iPhone7Plusissues,"CUSTOMER: @AppleSupport I am suffering same issue 3rd time !it was previously repaired 2weeks ago#applesupport #shameapple #iPhone7Plusissues
SUPPORT: @359397 Thanks for contacting us. We have received your DM. We will work with you there.",@359397 Thanks for contacting us. We have received your DM. We will work with you there.,2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1011786,Dear @AppleSupport how come I can’t control Spotify from my lockscreen or swipe up menu anymore?,"CUSTOMER: Dear @AppleSupport how come I can’t control Spotify from my lockscreen or swipe up menu anymore?
SUPPORT: @359399 Let's look into this together. What happens when you try to control Spotify from the lock screen?
CUSTOMER: @AppleSupport When I’m playing music from Spotify, my phone doesn’t even acknowledge that Spotify is open and running
SUPPORT: @359399 Please send us a DM and tell us which version of iOS you're running, and we'll help. Find that in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT","@359399 Please send us a DM and tell us which version of iOS you're running, and we'll help. Find that in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT",4,2,2,SUPPORT_RESPONSE_PRESENT
apple_1011791,Hey @AppleSupport how do I get my iPhone 7 home screen to rotate like on the 7plus #ineedtoknowhowtodoso,"CUSTOMER: Hey @AppleSupport how do I get my iPhone 7 home screen to rotate like on the 7plus #ineedtoknowhowtodoso
SUPPORT: @189767 Thanks for reaching out to us. Here is a helpful resource: https://t.co/42YQu2SoDY Let us know if you have questions.
CUSTOMER: @AppleSupport @AppleSupport for iOS 12 as a new feature that allows u to charge ur iPhone iPod and iPad automatically without putting it in the
CUSTOMER: @AppleSupport Charger",@189767 Thanks for reaching out to us. Here is a helpful resource: https://t.co/42YQu2SoDY Let us know if you have questions.,4,3,1,SUPPORT_RESPONSE_PRESENT
apple_1011804,@AppleSupport  Are the EarPods with 3.5mm Headphone Plug the same as the ones that come with the  iPods 5th Gen,"CUSTOMER: @AppleSupport  Are the EarPods with 3.5mm Headphone Plug the same as the ones that come with the  iPods 5th Gen
SUPPORT: @359403 They are. The EarPods that came with the iPod touch (5th generation) had the 3.5mm connector.
CUSTOMER: @AppleSupport Thanks,  need new ones, tried different earphones and  and sound wasn't the best,  at  $35  these are a little costly  though
SUPPORT: @359403 No problem. What's going on with the EarPods that came with your iPod? We may have options to help. DM us here: https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport Hi,  loose connection in the wires I guess sound used to cunt in and out.   Lasted  a year or two
SUPPORT: @359403 We can certainly take a look at some options for you. Join us in DM using this link: https://t.co/GDrqU22YpT",@359403 We can certainly take a look at some options for you. Join us in DM using this link: https://t.co/GDrqU22YpT,6,3,3,SUPPORT_RESPONSE_PRESENT
apple_1011807,"@AppleSupport got a Apple Watch yesterday, had receipt emailed to me, but it never showed up yet. Is it normal for it to come delayed?","CUSTOMER: @AppleSupport got a Apple Watch yesterday, had receipt emailed to me, but it never showed up yet. Is it normal for it to come delayed?
SUPPORT: @359404 Congrats on your new Apple Watch! Did you purchase the Watch from an Apple Store or another retailer?
CUSTOMER: @AppleSupport Apple store!
SUPPORT: @359404 We want to get to the bottom of this for you. Have you called the Apple Store you purchased this from? What did they say?
CUSTOMER: @AppleSupport Just got off the phone with them and they helped! Thanks
SUPPORT: @359404 That's great news! We're happy this has been resolved. If you need anything else, we'll be here! https://t.co/GDrqU22YpT","@359404 That's great news! We're happy this has been resolved. If you need anything else, we'll be here! https://t.co/GDrqU22YpT",6,3,3,SUPPORT_RESPONSE_PRESENT
apple_1011818,@115858 what have you done to #iOS upgraded my mums iPad #broken https://t.co/6MAwhvPyKR,"CUSTOMER: @115858 what have you done to #iOS upgraded my mums iPad #broken https://t.co/6MAwhvPyKR
SUPPORT: @359406 We're here to help. Just to confirm. Does the iPad not boot past the Apple logo after updating?
CUSTOMER: @AppleSupport It's stuck on this screen or a black screen iTunes said it's broke and can't recover and now downloading ⌛️I guess for the factory reset https://t.co/VVoc6k96LN
SUPPORT: @359406 Let's continue troubleshooting in DM and get this into resolution.  Do you regularly back up to iCloud or iTunes on a computer? https://t.co/GDrqU22YpT",@359406 Let's continue troubleshooting in DM and get this into resolution.  Do you regularly back up to iCloud or iTunes on a computer? https://t.co/GDrqU22YpT,4,2,2,SUPPORT_RESPONSE_PRESENT
apple_1011822,My #volume buttons are unresponsive on #iphone7 after the latest #iosupdate. Since #ios11 nothing but problems with @115858,"CUSTOMER: My #volume buttons are unresponsive on #iphone7 after the latest #iosupdate. Since #ios11 nothing but problems with @115858
SUPPORT: @269179 We're glad to help get to the bottom of this. Certainly not expected behavior. Is this occurring with the volume in all apps?
CUSTOMER: @AppleSupport Yes, the buttons just don't react anymore at all. Also the phone freezes a lot with random apps like whatsapp. I'm on ios 11.0.3
SUPPORT: @269179 To resolve the button issue, please navigate to Settings &gt; Sounds, then turn on ""Change With Buttons"". DM if issue remains. https://t.co/GDrqU22YpT","@269179 To resolve the button issue, please navigate to Settings &gt; Sounds, then turn on ""Change With Buttons"". DM if issue remains. https://t.co/GDrqU22YpT",4,2,2,SUPPORT_RESPONSE_PRESENT
apple_1011826,#AppleiTunes has become complete junk. How many times will you refuse to let me download movies you already charged me for? @AppleSupport,"CUSTOMER: #AppleiTunes has become complete junk. How many times will you refuse to let me download movies you already charged me for? @AppleSupport
SUPPORT: @359407 We're here to help. Please pair with us in DM and we'll work towards a resolution together. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport Spent hours “downloading” movies. You took my money. Got on the plane to find they needed to be downloaded!!? Worse: 4 rentals expire tonite",@359407 We're here to help. Please pair with us in DM and we'll work towards a resolution together. https://t.co/GDrqU22YpT,3,2,1,SUPPORT_RESPONSE_PRESENT
apple_1011836,"@AppleSupport IOS 11.03 continues to annihilate my battery, tkz Apple #iPhone7 #IOS11dead","CUSTOMER: @AppleSupport IOS 11.03 continues to annihilate my battery, tkz Apple #iPhone7 #IOS11dead
SUPPORT: @359412 We'd be happy to review this for you. Please DM us and we'll get started. https://t.co/GDrqU22YpT",@359412 We'd be happy to review this for you. Please DM us and we'll get started. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1011838,@AppleSupport My iPhone 7 cellular and WiFi signal is a joke since I switched to iOS 11 😡,"CUSTOMER: @AppleSupport My iPhone 7 cellular and WiFi signal is a joke since I switched to iOS 11 😡
SUPPORT: @359413 Have you updated to iOS 11.0.3 yet? https://t.co/80YRnjDFDk Send us a DM and let us know. https://t.co/GDrqU22YpT",@359413 Have you updated to iOS 11.0.3 yet? https://t.co/80YRnjDFDk Send us a DM and let us know. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1011841,@115858 please stop turning my wifi and Bluetooth on without me asking...almost enough to switch to Android next time,"CUSTOMER: @115858 please stop turning my wifi and Bluetooth on without me asking...almost enough to switch to Android next time
SUPPORT: @343502 We'll help. iOS 11 changed the way Bluetooth and Wi-Fi work in Control Center. Here's more information: https://t.co/G7BHuQnDS6
CUSTOMER: @AppleSupport Thx but knew that, more so registering compliant that control center toggle needs to go back to old functionality. Deceptive, insecure.",@343502 We'll help. iOS 11 changed the way Bluetooth and Wi-Fi work in Control Center. Here's more information: https://t.co/G7BHuQnDS6,3,2,1,SUPPORT_RESPONSE_PRESENT
apple_1011847,"Pourquoi mon iPhone 7 est si lent ?

Hey @AppleSupport why is my iPhone 7 so slow ? And battery draining quite fast.","CUSTOMER: Pourquoi mon iPhone 7 est si lent ?

Hey @AppleSupport why is my iPhone 7 so slow ? And battery draining quite fast.
SUPPORT: @260877 Thanks for getting in touch. We'd like to assist. DM us and we'll go from there. https://t.co/GDrqU22YpT",@260877 Thanks for getting in touch. We'd like to assist. DM us and we'll go from there. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1011851,@115858 My iPad is broken screen is broken on and glass broken,"CUSTOMER: @115858 My iPad is broken screen is broken on and glass broken
SUPPORT: @359416 Thanks for reaching out. We've got your DM and have respodned there.",@359416 Thanks for reaching out. We've got your DM and have respodned there.,2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1011854,my twitter notifs arent working this is frustrating hey @115858 is there a bug or something??,"CUSTOMER: my twitter notifs arent working this is frustrating hey @115858 is there a bug or something??
SUPPORT: @359417 We'd like to look into this with you. Is this behavior specific to the Twitter app, or are other apps not showing notifications?
CUSTOMER: @AppleSupport yeah, only twitter. sometimes notifs pops up but it’s getting less frequently.
SUPPORT: @359417 Thank you. Which device are you using? How long have you been experiencing this?
CUSTOMER: @AppleSupport iphone SE, ever since i’ve updated to iOS 11
SUPPORT: @359417 Thank you. Is the Twitter app up-to-date (App Store &gt; Updates)?
CUSTOMER: @AppleSupport yes!
SUPPORT: @359417 Let's look into that further. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT",@359417 Let's look into that further. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,8,4,4,SUPPORT_RESPONSE_PRESENT
apple_1011861,#iOS11 se come literalmente la #batería de mi #iPhone6 😡. Lamentable mejora por parte de @115858 . ¿Alguna sugerencia @AppleSupport ?,"CUSTOMER: #iOS11 se come literalmente la #batería de mi #iPhone6 😡. Lamentable mejora por parte de @115858 . ¿Alguna sugerencia @AppleSupport ?
SUPPORT: @359418 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs",@359418 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1011863,@AppleSupport I ain’t spend $800 for my phone for it to be tweaking everytime I touch get y’all shit together!,"CUSTOMER: @AppleSupport I ain’t spend $800 for my phone for it to be tweaking everytime I touch get y’all shit together!
SUPPORT: @359419 Give us some details on the behavior you’re noticing with your iPhone, and we’ll definitely work towards a resolution.","@359419 Give us some details on the behavior you’re noticing with your iPhone, and we’ll definitely work towards a resolution.",2,1,1,SUPPORT_RESPONSE_PRESENT
apple_1012039,I just cracked my phone in the stupidest way possible!!!!!! Why do you make these things so easy to crack!!!!!! @115858,"CUSTOMER: I just cracked my phone in the stupidest way possible!!!!!! Why do you make these things so easy to crack!!!!!! @115858
SUPPORT: @359465 It's always heartbreaking when our devices get damaged. Let’s work together on this situation on DM. https://t.co/GDrqU22YpT",@359465 It's always heartbreaking when our devices get damaged. Let’s work together on this situation on DM. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT
apple_101228,"Dear god not again,@AppleSupport https://t.co/5Zf0Mnd6SI","CUSTOMER: Dear god not again,@AppleSupport https://t.co/5Zf0Mnd6SI
SUPPORT: @138151 We want to make sure your words and texts are coming out as expected. What version of the iOS software do you currently have installed on your device? You can find this in Settings &gt; General &gt; About.  

Please send a DM with this information so we can better assist. https://t.co/GDrqU22YpT","@138151 We want to make sure your words and texts are coming out as expected. What version of the iOS software do you currently have installed on your device? You can find this in Settings &gt; General &gt; About.  

Please send a DM with this information so we can better assist. https://t.co/GDrqU22YpT",2,1,1,SUPPORT_RESPONSE_PRESENT
