case_id,customer_message,support_conversation,final_support_response,num_turns,num_customer_turns,num_support_turns,evidence_status,clean_message,cluster_id,intent,human_intent,annotation_notes,label_source
apple_31911,"@AppleSupport After updating to 10.13.1 to fix freeze issues of High Sierra, I went to a complete black screen. Test product before release","CUSTOMER: @AppleSupport After updating to 10.13.1 to fix freeze issues of High Sierra, I went to a complete black screen. Test product before release
SUPPORT: @123052 We want to help. Are you still seeing a blank black screen on your Mac? Send us a DM. https://t.co/GDrqU22YpT",@123052 We want to help. Are you still seeing a blank black screen on your Mac? Send us a DM. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT,"After updating to 10.13.1 to fix freeze issues of High Sierra, I went to a complete black screen. Test product before release",3,macbook_issues,macbook_issues,,human_verified
apple_1020337,@AppleSupport Trying to figure out: I checked off the preference for downloading all music into iTunes but not all music is being downloaded https://t.co/OPk4d9gZnY,"CUSTOMER: @AppleSupport Trying to figure out: I checked off the preference for downloading all music into iTunes but not all music is being downloaded https://t.co/OPk4d9gZnY
SUPPORT: @361440 Let's look into this. Were these songs recently purchased on another device or recently added to your iCloud Music Library?
CUSTOMER: @AppleSupport Mostly Apple Music albums added to my library over the past months or year.
SUPPORT: @361440 When was the preference enabled? Let us know via DM. https://t.co/GDrqU22YpT",@361440 When was the preference enabled? Let us know via DM. https://t.co/GDrqU22YpT,4,2,2,SUPPORT_RESPONSE_PRESENT,Trying to figure out: I checked off the preference for downloading all music into iTunes but not all music is being downloaded,6,music_audio_issue,music_audio_issue,,human_verified
apple_1905452,"hey @applesupport is the 6s screen supposed to make a quiet buzzing noise whenever it’s on?

already checked for bees so it’s not that","CUSTOMER: hey @applesupport is the 6s screen supposed to make a quiet buzzing noise whenever it’s on?

already checked for bees so it’s not that
SUPPORT: @567797 We'd like to take a closer look and listen to what you're seeing with your iPhone. Could you join us in DM with more details? https://t.co/GDrqU22YpT",@567797 We'd like to take a closer look and listen to what you're seeing with your iPhone. Could you join us in DM with more details? https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT,hey is the 6s screen supposed to make a quiet buzzing noise whenever it’s on? already checked for bees so it’s not that,9,iphone_hardware_issue,iphone_hardware_issue,,human_verified
apple_1785561,.@AppleSupport my phone is still trash 😠,"CUSTOMER: .@AppleSupport my phone is still trash 😠
SUPPORT: @356698 That's certainly not what we want to hear! What's going on with your iPhone? DM us, and we'll see how we can help. https://t.co/GDrqU22YpT","@356698 That's certainly not what we want to hear! What's going on with your iPhone? DM us, and we'll see how we can help. https://t.co/GDrqU22YpT",2,1,1,SUPPORT_RESPONSE_PRESENT,. my phone is still trash 😠,9,iphone_hardware_issue,iphone_hardware_issue,,human_verified
apple_1983211,What is this mess @115858 https://t.co/fDNRR6iY8r,"CUSTOMER: What is this mess @115858 https://t.co/fDNRR6iY8r
CUSTOMER: @115858 @AppleSupport this is mad annoying.
SUPPORT: @587018 We'd like to help. What kind of device do you have and are you updated to iOS 11.1? Let us know in DM to begin. https://t.co/GDrqU22YpT",@587018 We'd like to help. What kind of device do you have and are you updated to iOS 11.1? Let us know in DM to begin. https://t.co/GDrqU22YpT,3,2,1,SUPPORT_RESPONSE_PRESENT,What is this mess,2,other_unclear,other_unclear,,human_verified
apple_1227318,@AppleSupport any way to check the battery health of my iPhone 7 Plus. It’s getting drained too far. Checked usage. Nothing abnormal. Help.,"CUSTOMER: @AppleSupport any way to check the battery health of my iPhone 7 Plus. It’s getting drained too far. Checked usage. Nothing abnormal. Help.
SUPPORT: @407912 Hey there. We're happy to help. DM us and tell us which version of iOS you're running. https://t.co/GDrqU22YpT",@407912 Hey there. We're happy to help. DM us and tell us which version of iOS you're running. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT,any way to check the battery health of my iPhone 7 Plus. It’s getting drained too far. Checked usage. Nothing abnormal. Help.,11,battery_life_issue,battery_life_issue,,human_verified
apple_684378,"@AppleSupport Hi I have a question about purchasing a MacBook, could I DM you?","CUSTOMER: @AppleSupport Hi I have a question about purchasing a MacBook, could I DM you?
SUPPORT: @283333 Hi! Our Apple Online Store is better able to answer Mac purchasing questions. You can contact them here: https://t.co/8yjRd1Xo0i",@283333 Hi! Our Apple Online Store is better able to answer Mac purchasing questions. You can contact them here: https://t.co/8yjRd1Xo0i,2,1,1,SUPPORT_RESPONSE_PRESENT,"Hi I have a question about purchasing a MacBook, could I DM you?",8,account_identity_issue,other_unclear,Regarding purchase of macbook,human_verified
apple_164246,@115858 Plz get ur shit together and fix I.T,"CUSTOMER: @115858 Plz get ur shit together and fix I.T
SUPPORT: @154045 We'd like to help out. Could you Direct Message us and let know what iOS version is on the iPhone? https://t.co/GDrqU22YpT",@154045 We'd like to help out. Could you Direct Message us and let know what iOS version is on the iPhone? https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT,Plz get ur shit together and fix I.T,5,keyboard_autocorrect_issue,other_unclear,,human_verified
apple_2502118,Aye @AppleSupport step in my DM please. We gotta talk.,"CUSTOMER: Aye @AppleSupport step in my DM please. We gotta talk.
SUPPORT: @127767 We're on our way, we'll be responding there.","@127767 We're on our way, we'll be responding there.",2,1,1,SUPPORT_RESPONSE_PRESENT,Aye step in my DM please. We gotta talk.,2,other_unclear,other_unclear,,human_verified
apple_1900009,@115858 @797 what happens with battery? Help #Samsung,"CUSTOMER: @115858 @797 what happens with battery? Help #Samsung
SUPPORT: @566226 We'd like to know more about what you're experiencing. Which iPhone are you using? What's going on with your battery?",@566226 We'd like to know more about what you're experiencing. Which iPhone are you using? What's going on with your battery?,2,1,1,SUPPORT_RESPONSE_PRESENT,what happens with battery? Help Samsung,11,battery_life_issue,battery_life_issue,,human_verified
apple_2841958,"@AppleSupport hello, yesterday i purchased an iPad 9.7 inches 2017. I was wondering why i can't find anywhere a smart case for it (not smart cover). Does it even exist? Or is there any iPad Air smart case compatible with iPad 9.7 inches 2017 ?","CUSTOMER: @AppleSupport hello, yesterday i purchased an iPad 9.7 inches 2017. I was wondering why i can't find anywhere a smart case for it (not smart cover). Does it even exist? Or is there any iPad Air smart case compatible with iPad 9.7 inches 2017 ?
SUPPORT: @790739 We'd be happy to help you with this. It looks like you've sent us a DM as well, we'll get started there.
CUSTOMER: @AppleSupport Ok, I'm waiting to you DM me","@790739 We'd be happy to help you with this. It looks like you've sent us a DM as well, we'll get started there.",3,2,1,SUPPORT_RESPONSE_PRESENT,"hello, yesterday i purchased an iPad 9.7 inches 2017. I was wondering why i can't find anywhere a smart case for it (not smart cover). Does it even exist? Or is there any iPad Air smart case compatible with iPad 9.7 inches 2017 ?",8,account_identity_issue,account_identity_issue,,human_verified
apple_622658,"@AppleSupport I'm getting this too, is this a hard or software issue? https://t.co/9h6tq0sOp0","CUSTOMER: @AppleSupport I'm getting this too, is this a hard or software issue? https://t.co/9h6tq0sOp0
SUPPORT: @267788 Let's look into it together. Do you notice this with any particular apps or is it any time your volume is turned up? Let us know in DM: https://t.co/GDrqU2kzhr",@267788 Let's look into it together. Do you notice this with any particular apps or is it any time your volume is turned up? Let us know in DM: https://t.co/GDrqU2kzhr,2,1,1,SUPPORT_RESPONSE_PRESENT,"I'm getting this too, is this a hard or software issue?",3,macbook_issues,macbook_issues,,human_verified
apple_1265254,@AppleSupport please tell me how to mute specific messages on my Apple Watch — I’ve got group msg blowing me up all day tho muted on phone,"CUSTOMER: @AppleSupport please tell me how to mute specific messages on my Apple Watch — I’ve got group msg blowing me up all day tho muted on phone
SUPPORT: @190583 Let's look into this together. To get started, let us know which watchOS is installed. Do you receive notifications on the iPhone?
CUSTOMER: @AppleSupport The newest update, whatever that is. And no, I do not. Tried to unmute then remute to see if that helped but did not
SUPPORT: @190583 Has this ever worked properly? If so, how long have you been experiencing this?
CUSTOMER: @AppleSupport It worked properly until the most recent update. Other new prob is that names no longer show on watch message alerts, just phone #
CUSTOMER: @AppleSupport Apple Watch 2 and iPhone 7 btw
SUPPORT: @190583 Let us know if you’ve tried restarting both devices in DM. We’ll continue troubleshooting there. https://t.co/GDrqU22YpT",@190583 Let us know if you’ve tried restarting both devices in DM. We’ll continue troubleshooting there. https://t.co/GDrqU22YpT,7,4,3,SUPPORT_RESPONSE_PRESENT,please tell me how to mute specific messages on my Apple Watch — I’ve got group msg blowing me up all day tho muted on phone,9,iphone_hardware_issue,other_unclear,regarding notifications,human_verified
apple_2558613,Why every time I️ out I️ Issa question mark @AppleSupport,"CUSTOMER: Why every time I️ out I️ Issa question mark @AppleSupport
SUPPORT: @594330 Thanks for reaching out.  We know how important it is for your keyboard to respond as expected and we'll do everything we can to assist.  Have you had a chance to update to iOS 11.1.1?",@594330 Thanks for reaching out.  We know how important it is for your keyboard to respond as expected and we'll do everything we can to assist.  Have you had a chance to update to iOS 11.1.1?,2,1,1,SUPPORT_RESPONSE_PRESENT,Why every time I️ out I️ Issa question mark,5,keyboard_autocorrect_issue,keyboard_autocorrect_issue,,human_verified
apple_2417418,So close to switching back to an Andorid.. @115858 gives me more problems than anything. Woke up and my phone said I don't have an apple music account (I do) an erased all of my music off of my phone.,"CUSTOMER: So close to switching back to an Andorid.. @115858 gives me more problems than anything. Woke up and my phone said I don't have an apple music account (I do) an erased all of my music off of my phone.
SUPPORT: @694698 We can check into this. Are you signed in to Apple Music? What's your current iOS version shown in Settings &gt; General &gt; About?",@694698 We can check into this. Are you signed in to Apple Music? What's your current iOS version shown in Settings &gt; General &gt; About?,2,1,1,SUPPORT_RESPONSE_PRESENT,So close to switching back to an Andorid.. gives me more problems than anything. Woke up and my phone said I don't have an apple music account (I do) an erased all of my music off of my phone.,6,music_audio_issue,music_audio_issue,,human_verified
apple_848303,"@AppleSupport No option to set wifi hotspot timeout in iOS ,which iam looking from 2months ,","CUSTOMER: @AppleSupport No option to set wifi hotspot timeout in iOS ,which iam looking from 2months ,
SUPPORT: @308070 We'd be happy to point you in the right direction. Please DM us your Apple device and we'll go from there. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport I did not understood what do you mean by DM my iPhone
SUPPORT: @308070 We'd like to continue with you via DM. Send us a DM and let us know which device you're using: https://t.co/GDrqU2kzhr
CUSTOMER: @AppleSupport iPhone 6s 32 GB model with iOS 11.0.3 what else you need,,
CUSTOMER: @AppleSupport Difficult to organise the photos by app wise like WhatsApp and Facebook etc,,,
CUSTOMER: @AppleSupport Why can’t be an always on display with date time in iPhone
CUSTOMER: @AppleSupport Most of the apps in App Store are us less they sshould moly consume your mobile data and as well as battery with no use
CUSTOMER: @AppleSupport In fact apps applications developed by Apple for the iPhone users ar very less
SUPPORT: @308070 Are you able to send a DM using Twitter's website? If not, connect with us via phone or chat here: https://t.co/IBIY3vMgPj
CUSTOMER: @AppleSupport Both phone and chat is waste as per my experience so far,
CUSTOMER: @AppleSupport Did you understood my issues with iPhone
Multiple contacts deletion,by app basis  photo organiser , wifi hotspot timeout
CUSTOMER: @AppleSupport How to set my passkey for Bluetooth
CUSTOMER: @AppleSupport iTunes music equaliser should be part of within app not under the  settings menu
CUSTOMER: @AppleSupport No option to connect iPhone to my wifi router with WPS
CUSTOMER: @AppleSupport Your phone in call log iOS doesn’t Show the message log like sent and received .
CUSTOMER: @AppleSupport For all questions  support team Dnt have the answer &amp; they are asking me 2 send it as feedback ,
CUSTOMER: @AppleSupport these are not suggestions they are basic requirements for any iPhone user,,","@308070 Are you able to send a DM using Twitter's website? If not, connect with us via phone or chat here: https://t.co/IBIY3vMgPj",18,15,3,SUPPORT_RESPONSE_PRESENT,"No option to set wifi hotspot timeout in iOS ,which iam looking from 2months ,",8,account_identity_issue,ios_update_issues,,human_verified
apple_1406883,@AppleSupport why can’t I rename files/images I’m saving to “files”/iCloud drive anymore?  WTF?,"CUSTOMER: @AppleSupport why can’t I rename files/images I’m saving to “files”/iCloud drive anymore?  WTF?
SUPPORT: @447005 Hey there. You can rename the files you already have when you press firmly on them. https://t.co/wfVIedr8co
CUSTOMER: @AppleSupport It saves every photo as “image” and overwrites. It used to ask for rename. Easier to rename during save not as a later task. Why not option?
SUPPORT: @447005 Many changes have been made with the new software. We welcome your feedback about the change here: https://t.co/eTPVYVFyd8",@447005 Many changes have been made with the new software. We welcome your feedback about the change here: https://t.co/eTPVYVFyd8,4,2,2,SUPPORT_RESPONSE_PRESENT,why can’t I rename files/images I’m saving to “files”/iCloud drive anymore? WTF?,3,macbook_issues,macbook_issues,,human_verified
apple_1587399,"@115858 
We, your trusted customers are fed up with your bullshit. Especially when referring to the lowercase i problem. Please get your shit together.","CUSTOMER: @115858 
We, your trusted customers are fed up with your bullshit. Especially when referring to the lowercase i problem. Please get your shit together.
SUPPORT: @488279 We'd love to help get that corrected. Try these steps here: https://t.co/xXaXeeSRt9",@488279 We'd love to help get that corrected. Try these steps here: https://t.co/xXaXeeSRt9,2,1,1,SUPPORT_RESPONSE_PRESENT,"We, your trusted customers are fed up with your bullshit. Especially when referring to the lowercase i problem. Please get your shit together.",10,keyboard_autocorrect_issue,keyboard_autocorrect_issue,,human_verified
apple_1748831,"@AppleSupport @115858 1.800 reais só pq quebrou o vidro da câmera?? E é obrigado trocar o celular todo, só pode ser uma piada","CUSTOMER: @AppleSupport @115858 1.800 reais só pq quebrou o vidro da câmera?? E é obrigado trocar o celular todo, só pode ser uma piada
SUPPORT: @527129 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt","@527129 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",2,1,1,SUPPORT_RESPONSE_PRESENT,"1.800 reais só pq quebrou o vidro da câmera? E é obrigado trocar o celular todo, só pode ser uma piada",0,ios_update_issues,ios_update_issues,,human_verified
apple_695277,@AppleSupport Screenrecordings on iOS result in a nice compact mp4 file. Screenrecordings on macOS still turn into a large incompatible mov file. Or is this a setting somewhere?,"CUSTOMER: @AppleSupport Screenrecordings on iOS result in a nice compact mp4 file. Screenrecordings on macOS still turn into a large incompatible mov file. Or is this a setting somewhere?
SUPPORT: @285820 Thanks for reaching out to us about your screen recordings. We'd like to help out the best we can. We recommend checking out this link: https://t.co/wTpGAw6h2q
CUSTOMER: @AppleSupport That link just explains how to record a screen. Not how to save the recording in .mp4 like iOS does by default.
SUPPORT: @285820 For questions about exporting QuickTime videos in another format, check this out: https://t.co/qq3thtcbRW If you have further questions, DM us and we'll get you to the right place for support. https://t.co/GDrqU22YpT","@285820 For questions about exporting QuickTime videos in another format, check this out: https://t.co/qq3thtcbRW If you have further questions, DM us and we'll get you to the right place for support. https://t.co/GDrqU22YpT",4,2,2,SUPPORT_RESPONSE_PRESENT,Screenrecordings on iOS result in a nice compact mp4 file. Screenrecordings on macOS still turn into a large incompatible mov file. Or is this a setting somewhere?,3,macbook_issues,macbook_issues,,human_verified
apple_2310366,"@AppleSupport so my iPhone wont connect to iTunes on my laptop, what should I do ?","CUSTOMER: @AppleSupport so my iPhone wont connect to iTunes on my laptop, what should I do ?
SUPPORT: @670060 Let's help you get this sorted out. Are you using iTunes on a Mac or Windows PC? DM us the response here: https://t.co/GDrqU22YpT",@670060 Let's help you get this sorted out. Are you using iTunes on a Mac or Windows PC? DM us the response here: https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT,"so my iPhone wont connect to iTunes on my laptop, what should I do ?",7,iphone_hardware_issue,iphone_hardware_issue,,human_verified
apple_893355,Yo what the fuck is with the new iPhone update? Deleted allllll my music @115858,"CUSTOMER: Yo what the fuck is with the new iPhone update? Deleted allllll my music @115858
SUPPORT: @332129 Let's look into that. Send us a DM And we'll go from there. https://t.co/GDrqU22YpT",@332129 Let's look into that. Send us a DM And we'll go from there. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT,Yo what the fuck is with the new iPhone update? Deleted all my music,6,music_audio_issue,music_audio_issue,,human_verified
apple_2066414,"@AppleSupport hello, do iPhones have a special Chip/card you can buy to boost the storage? (Not a plug in).","CUSTOMER: @AppleSupport hello, do iPhones have a special Chip/card you can buy to boost the storage? (Not a plug in).
SUPPORT: @611076 While we can't increase the internal storage, you can expand your iCloud storage: https://t.co/dREC7Rk0Qk Questions? DM us. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport Ok thank you","@611076 While we can't increase the internal storage, you can expand your iCloud storage: https://t.co/dREC7Rk0Qk Questions? DM us. https://t.co/GDrqU22YpT",3,2,1,SUPPORT_RESPONSE_PRESENT,"hello, do iPhones have a special Chip/card you can buy to boost the storage? (Not a plug in).",7,iphone_hardware_issue,other_unclear,Customer Query,human_verified
apple_2130278,@AppleSupport why my music stop when I open an app 🤦🏽‍♂️ my ass paying $10 and I can’t even listen to music without it stopping,"CUSTOMER: @AppleSupport why my music stop when I open an app 🤦🏽‍♂️ my ass paying $10 and I can’t even listen to music without it stopping
SUPPORT: @627016 Thanks for reaching out to us. We would love to help you. Can you please tell us when did you first encounter the issue?
CUSTOMER: @AppleSupport Just started happening randomly , could’ve been the update
SUPPORT: @627016 Can you please tell us which version of iOS you are currently running?
CUSTOMER: @AppleSupport 11.1",@627016 Can you please tell us which version of iOS you are currently running?,5,3,2,SUPPORT_RESPONSE_PRESENT,why my music stop when I open an app 🤦🏽‍♂️ my ass paying $10 and I can’t even listen to music without it stopping,6,music_audio_issue,music_audio_issue,,human_verified
apple_996594,@AppleSupport mate my phones on 50% already mate was going on there i only woke up a hour ago?!,"CUSTOMER: @AppleSupport mate my phones on 50% already mate was going on there i only woke up a hour ago?!
SUPPORT: @355984 Battery life is so important. We'd love to look into this. Which iPhone and Software Version are you using? https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport Iphone 6s plus and the new update
SUPPORT: @355984 Thanks. Let's look into that further. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport Thanks",@355984 Thanks. Let's look into that further. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,5,3,2,SUPPORT_RESPONSE_PRESENT,mate my phones on 50% already mate was going on there i only woke up a hour ago?!,9,iphone_hardware_issue,battery_life_issue,,human_verified
apple_2366178,Battery life in iPhone 7+ is again draining rather quickly. @AppleSupport,"CUSTOMER: Battery life in iPhone 7+ is again draining rather quickly. @AppleSupport
SUPPORT: @400572 Were you able to check out those steps in the article we provided. Did they help at all?
CUSTOMER: @AppleSupport Not really. Still draining quickly. Getting 8+ next week so will see",@400572 Were you able to check out those steps in the article we provided. Did they help at all?,3,2,1,SUPPORT_RESPONSE_PRESENT,Battery life in iPhone 7+ is again draining rather quickly.,11,battery_life_issue,battery_life_issue,,human_verified
apple_1896126,".@AppleSupport - If my mail is set to ""fetch"" every 15 mins, why do I get new mail notices every couple of minutes? #ios11problems","CUSTOMER: .@AppleSupport - If my mail is set to ""fetch"" every 15 mins, why do I get new mail notices every couple of minutes? #ios11problems
SUPPORT: @240341 We're happy to look into what's happening with your Mail. Send us a DM telling which iPhone you have &amp; iOS 11 version number. https://t.co/GDrqU22YpT",@240341 We're happy to look into what's happening with your Mail. Send us a DM telling which iPhone you have &amp; iOS 11 version number. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT,". - If my mail is set to ""fetch"" every 15 mins, why do I get new mail notices every couple of minutes? ios11problems",8,account_identity_issue,account_identity_issue,,human_verified
apple_1886856,@AppleSupport I would like to check my iPhone 6s's battery health. Can you please help? Thanks.,"CUSTOMER: @AppleSupport I would like to check my iPhone 6s's battery health. Can you please help? Thanks.
SUPPORT: @562766 We'd be more than happy to help out. Go ahead and let us know the exact iOS version installed within DM here: https://t.co/GDrqU22YpT",@562766 We'd be more than happy to help out. Go ahead and let us know the exact iOS version installed within DM here: https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT,I would like to check my iPhone 6s's battery health. Can you please help? Thanks.,11,battery_life_issue,battery_life_issue,,human_verified
apple_1676275,@115858 this shit right here been getting me tight as fuck lately nbs fix ya shit https://t.co/ly840W5lDt,"CUSTOMER: @115858 this shit right here been getting me tight as fuck lately nbs fix ya shit https://t.co/ly840W5lDt
SUPPORT: @509928  Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",@509928  Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2,1,1,SUPPORT_RESPONSE_PRESENT,this shit right here been getting me tight as fuck lately nbs fix ya shit,5,keyboard_autocorrect_issue,keyboard_autocorrect_issue,,human_verified
apple_589545,Why my phone charge so damn slow @115858,"CUSTOMER: Why my phone charge so damn slow @115858
SUPPORT: @259389 Let's get to work on this for you. How long is it taking to charge? Are you using Apple devices to charge your phone?",@259389 Let's get to work on this for you. How long is it taking to charge? Are you using Apple devices to charge your phone?,2,1,1,SUPPORT_RESPONSE_PRESENT,Why my phone charge so damn slow,11,battery_life_issue,battery_life_issue,,human_verified
apple_2127380,@AppleSupport hi. Is it true that a hairline crack is covered under warranty?,"CUSTOMER: @AppleSupport hi. Is it true that a hairline crack is covered under warranty?
SUPPORT: @626371 Great question. For information on our complimentary one-year warranty, check this out: https://t.co/K2tQdhOWB6
CUSTOMER: @AppleSupport It isn’t mentioned in there
SUPPORT: @626371 Physical damage is not covered under the Apple One-Year Limited warranty. Need help with service? DM us here: https://t.co/GDrqU22YpT",@626371 Physical damage is not covered under the Apple One-Year Limited warranty. Need help with service? DM us here: https://t.co/GDrqU22YpT,4,2,2,SUPPORT_RESPONSE_PRESENT,hi. Is it true that a hairline crack is covered under warranty?,2,other_unclear,iphone_hardware_issue,,human_verified
apple_699040,Phone be dimming down and brightening up as it pleases. Shits not gonna fly with me @115858 .,"CUSTOMER: Phone be dimming down and brightening up as it pleases. Shits not gonna fly with me @115858 .
SUPPORT: @286740 We'd like to look into this with you. Let's work together in DM. https://t.co/GDrqU22YpT",@286740 We'd like to look into this with you. Let's work together in DM. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT,Phone be dimming down and brightening up as it pleases. Shits not gonna fly with me .,9,iphone_hardware_issue,iphone_hardware_issue,,human_verified
apple_2754710,"@AppleSupport my Mac is so broken it won’t even start, spoke to support on the phone said to get Genius Bar appointment but there are none for a week. Got university work I need to recover and do ASAP","CUSTOMER: @AppleSupport my Mac is so broken it won’t even start, spoke to support on the phone said to get Genius Bar appointment but there are none for a week. Got university work I need to recover and do ASAP
SUPPORT: @771041 Thank you for reaching out. We're here to help. Please DM us, and we will take a closer look into your support options. https://t.co/GDrqU22YpT","@771041 Thank you for reaching out. We're here to help. Please DM us, and we will take a closer look into your support options. https://t.co/GDrqU22YpT",2,1,1,SUPPORT_RESPONSE_PRESENT,"my Mac is so broken it won’t even start, spoke to support on the phone said to get Genius Bar appointment but there are none for a week. Got university work I need to recover and do ASAP",3,macbook_issues,macbook_issues,,human_verified
apple_2485683,@115858 never had a problem listening to my music until ios11. when y’all gonna fix it,"CUSTOMER: @115858 never had a problem listening to my music until ios11. when y’all gonna fix it
SUPPORT: @710026 What problems are you having? We'll be happy to assist as best we can.",@710026 What problems are you having? We'll be happy to assist as best we can.,2,1,1,SUPPORT_RESPONSE_PRESENT,never had a problem listening to my music until ios11. when y’all gonna fix it,4,ios_update_issues,ios_update_issues,,human_verified
apple_49200,"Unbelievable from @115858, watch screen seems to have popped, perfect laser like crack all around outer of screen. No impact. 6mths old 1/2","CUSTOMER: Unbelievable from @115858, watch screen seems to have popped, perfect laser like crack all around outer of screen. No impact. 6mths old 1/2
SUPPORT: @126994 We're here for you. Send us a DM, and we'll get started there. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport I DM’d yesterday. unable to update the repair as there was no information. I have now been informed my watch is being returned, broken.
CUSTOMER: @AppleSupport So, no word from @applesupport and now my watch has been returned to Apple store. Still broken. 😐😐😐😐#ThursdayThoughts #iphone10 #applewatch #CustomerServiceFail
SUPPORT: @126994 We want to help. We would like to have you DM us so we can continue to help out regarding your Watch. https://t.co/GDrqU22YpT",@126994 We want to help. We would like to have you DM us so we can continue to help out regarding your Watch. https://t.co/GDrqU22YpT,5,3,2,SUPPORT_RESPONSE_PRESENT,"Unbelievable from , watch screen seems to have popped, perfect laser like crack all around outer of screen. No impact. 6mths old 1/2",3,macbook_issues,other_unclear,Apple Watch hardware problem,human_verified
apple_2689461,@AppleSupport the latest version of iTunes on windows 7 doesn’t allow adding albums artwork in my library.,"CUSTOMER: @AppleSupport the latest version of iTunes on windows 7 doesn’t allow adding albums artwork in my library.
SUPPORT: @612897 We love being able to add custom artwork, so we'd love to work with you on this. To make sure we're on the same page, are you following these steps: https://t.co/khXB3JnoYx
CUSTOMER: @AppleSupport Doesn’t work on windows
SUPPORT: @612897 Here are the steps for Windows: https://t.co/I3Cpq2g7yf - Send us a DM and tell us more about what's going wrong if it's still not working. https://t.co/GDrqU22YpT",@612897 Here are the steps for Windows: https://t.co/I3Cpq2g7yf - Send us a DM and tell us more about what's going wrong if it's still not working. https://t.co/GDrqU22YpT,4,2,2,SUPPORT_RESPONSE_PRESENT,the latest version of iTunes on windows 7 doesn’t allow adding albums artwork in my library.,6,music_audio_issue,music_audio_issue,,human_verified
apple_2207522,Why does my battery go down when I charge it AND go up 10-20% instantly when I plug the charger in @AppleSupport,"CUSTOMER: Why does my battery go down when I charge it AND go up 10-20% instantly when I plug the charger in @AppleSupport
SUPPORT: @645405 We'd love to help with your charging problem! Which version of iOS are you updated to? Are you using an Apple certified charger, or a third party charger? Send us a DM with your device type and iOS version so we can look into this further. https://t.co/GDrqU22YpT","@645405 We'd love to help with your charging problem! Which version of iOS are you updated to? Are you using an Apple certified charger, or a third party charger? Send us a DM with your device type and iOS version so we can look into this further. https://t.co/GDrqU22YpT",2,1,1,SUPPORT_RESPONSE_PRESENT,Why does my battery go down when I charge it AND go up 10-20% instantly when I plug the charger in,11,battery_life_issue,battery_life_issue,,human_verified
apple_1598565,"Why tf is @115858 not doing anything about these “I️”, boxed A and ? mark keyboard issues? It’s been two days. Hurry tf up","CUSTOMER: Why tf is @115858 not doing anything about these “I️”, boxed A and ? mark keyboard issues? It’s been two days. Hurry tf up
SUPPORT: @490983 We'd love to help. Reach us via DM to continue. https://t.co/GDrqU22YpT",@490983 We'd love to help. Reach us via DM to continue. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT,"Why tf is not doing anything about these “I️”, boxed A and ? mark keyboard issues? It’s been two days. Hurry tf up",5,keyboard_autocorrect_issue,keyboard_autocorrect_issue,,human_verified
apple_1464388,@AppleSupport why does the letter 👁 not show up on a sent message?,"CUSTOMER: @AppleSupport why does the letter 👁 not show up on a sent message?
SUPPORT: @459905 What iOS version are you currently on? Let us know in Direct Message and we'll take a look. https://t.co/GDrqU22YpT",@459905 What iOS version are you currently on? Let us know in Direct Message and we'll take a look. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT,why does the letter 👁 not show up on a sent message?,5,keyboard_autocorrect_issue,keyboard_autocorrect_issue,,human_verified
apple_909813,"Seriously @115858, my iPhone’s heating up again,battery life has gone from 88% to 62% in a blink of an eye! Keypad freezing etc etc 😡😤 #Fedup","CUSTOMER: Seriously @115858, my iPhone’s heating up again,battery life has gone from 88% to 62% in a blink of an eye! Keypad freezing etc etc 😡😤 #Fedup
SUPPORT: @336101 Send us a DM so we can help with your iPhone. https://t.co/GDrqU22YpT",@336101 Send us a DM so we can help with your iPhone. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT,"Seriously , my iPhone’s heating up again,battery life has gone from 88% to 62% in a blink of an eye! Keypad freezing etc etc 😡😤 Fedup",11,battery_life_issue,battery_life_issue,,human_verified
