case_id,customer_message,cluster_id
apple_1342753,@AppleSupport Hi there! I forgot to get Apple care with my new iPhone X. Can I still buy it after the fact?,8
apple_195981,iOS 11.0.2 moet onder andere krakende iPhone 8 weer genezen https://t.co/6bahXusEYn,4
apple_1407368,@AppleSupport why does my Iphone7 constantly go dark w/a spinning circle &amp; then have to enter my passcode &amp; I’ve lost what I was working on,7
apple_1019357,"@116333 Why do I see this? I’m not using the app ‘Music’ on my iPhone, so I don’t want to see it! #iOS11 https://t.co/m65juehlSo",6
apple_1642371,@AppleSupport I’m trying to update my apps and it keeps saying my bank details are incorrect when they clearly aren’t. Any advice?,8
apple_1549969,Smh @AppleSupport #iOS11 #ButimOnWiFi #iPhone https://t.co/yko14GBEdM,4
apple_2906775,"@AppleSupport I’m not having a good time. Ever since updating my iPhone 6 to the new iOS, ive been experiencing battery issues! It suddenly drops from 40% or 20% down to nothing and dies! Even have battery save on. Is my phone dying? My other half is experiencing the same!",11
apple_864000,😐 #BleedGate @AppleSupport https://t.co/0G6h12P6RS,2
apple_2487151,@188 @AppleSupport May need to fix this bug in the iOS app. Everything by the notch is shifted. https://t.co/StSDn54FFt,4
apple_2191165,Thanks @115858 for the terrible update about 60% of my phone no longer works. Battery died after an hour and turns itself off all the time,1
apple_2725986,"hey,@AppleSupport @115858 can you PLEASE fix iOS 11.0.3, it's doing terrible things to my battery, it went from 98% to 22% in 2 hours of disuse. #Fixit #Now",4
apple_707979,"هذي نهاية الي يشتري ايفون !! 
تنام وتلفونك كويس تصحى من النوم على انفجار الايفون ؟! 
#انفجار_الايفون 
#Apple 
@115858
@AppleSupport https://t.co/WqrR6VitdY",8
apple_152818,Predictive text fail.  No = Slime Man??? Is this April 1st? Help me with this @115858 !! https://t.co/FwfNPhhB9V,2
apple_2310913,i’m sick and tired of seeing an exclamation point everywhere. figure it out and fix your shit @115858,5
apple_1443382,"@115858 @AppleSupport fix these boxes right neoooww! 🗣🤬

Please! ☺️",5
apple_196192,An iPhone that I bought 5 months ago shouldn't have its battery go from 100 to 93 in 12 MINUTES. What the hell! #ios11 @115858 @AppleSupport,11
apple_1869293,@AppleSupport any answer to why these foreign symbols keep showing up on my phone? https://t.co/9SWlvEjJ6Q,10
apple_729303,"@AppleSupport Hi, After I updated my iPhone 6 Plus and Apple Watch Series 1 to the latest OS I am not able to use Siri to do any calls.",7
apple_1236871,"@115858, I consider this fake and spam/fishing. Correct? https://t.co/nAjGsYUwvo",2
apple_1900628,@AppleSupport new IOS 11 causing mega issues including severe battery use; touch not very responsive and a number of Aps no longer working,4
apple_2512333,@115858 you wanna explain to me why my phone is going stupid slow????,9
apple_2025728,@AppleSupport plz fix this I️ am so confused,2
apple_2109800,@AppleSupport @TwitterSupport can we figure this i️ thing out please,2
apple_1680750,Do y’all plan on fixing this autocorrect issue @115858 ? @AppleSupport,10
apple_211249,@AppleSupport y’all need to fix this #iOS11 problem https://t.co/nHp5dah5Sj,4
apple_2229399,@118721 @AppleSupport I’ve been trying to buy an album for half an hour now and it’s just coming up with the square?????? https://t.co/ghctrcs0yx,6
apple_2042276,@115858 @118721 I would really appreciate not having my entire phone erased every time I update my iOS and no my laptop wouldn't restore it,1
apple_618583,@AppleSupport why does the new update drain the battery so quick?!?,11
apple_1013804,@AppleSupport my iPhone 7plus keeps deleting and reinstalling my pictures since iOS upgrade. Also freezes a lot. What the heck?,7
apple_2816385,@AppleSupport why does Apple Music keep deleting my downloaded music by itself? This is the 2nd time it did that in the past month?,6
apple_1339771,@AppleSupport the online store messed up my preorder.,8
apple_2897741,@AppleSupport I've been trying to reset my Apple ID information for DAYS but I've yet to get more info on my phone. When I call YOU the line goes silent. What is going on?! #TerribleCustomerService,8
apple_1967156,"@AppleSupport Hi, please someone can help me , i have a bug on my iPhone.
Thanks. https://t.co/FOID0NDUCI",7
apple_594664,@AppleSupport I’ve done the step in the article and nothing has changed. iPhone still restarting,7
apple_1984166,@AppleSupport my home button on my iPhone 7 hasn’t been acting right. I haven’t dropped it &amp; I haven’t spilled anything on it. What’s wrong,7
apple_1150971,If my life depended on my #iphone I'd be dead by now... Every iOS update makes it slower and slower.. #appleyousuck #changintoandroid #betterandfaster @115858 @AppleSupport,1
apple_1338114,@AppleSupport my order number has wrong email and payment info for the iPhone X. How do I fix this,8
apple_1777264,This I️ shit is STILL upsetting me and my homegirl @116333. Fix it. https://t.co/jYCXWa4ZeA,5
apple_687947,@AppleSupport I thought u mfs fixed the box ? Mark shit!!!!!!!😡😡😡,5
apple_1672516,@115858 #iOS11 #iPhone6 Status bar is hidden anytime. Can’t open the notifications centre.  Need to restart the device. No other way to fix this. https://t.co/DFmelbLm9p,4
apple_1261367,Thank you Iphone for almost deleting every number in my phone @AppleSupport @115858,9
apple_1340769,"@AppleSupport app calendar at ios 11 no work , I have iphone 6s!!",4
apple_1991163,@AppleSupport @115858 pleaseeeee fix this! This is annoying me when I type “I️” https://t.co/51p93jnP3m,10
apple_337468,"Anyone else having @115858 log-in problems after ‘upgrading’ to 11.0.2?
#ios1102 #ios11problems",4
apple_1565107,I️ @115858 fix this,5
apple_1817960,@AppleSupport hiya! Is there an easier resolution for blocking emails? Having to do this (which doesn’t always work) seems antiquated. https://t.co/waF8wYPceD,2
apple_846949,My family has had so many issues with #icloud why does it have to be so hard? @AppleSupport your support page is useless #fixiCloud,8
apple_2728286,"@AppleSupport Checked time- battery at 54%, checked again 5 minutes later, it was down to 13%. Phone was doing nothing in between. This only happened since installing ios 11. I’ve done all I can think of to reduce battery drain. Help!!",11
apple_2983779,@115858 you sneaky fucks. My phone keeps on turning off after that last update.,1
apple_1360101,How can I stop the annoying notification of iCloud not being able to back up my iPhone @115858 @AppleSupport,7
apple_588034,@115858 @AppleSupport fix the problems we have with the new update!!!,1
apple_489679,@AppleSupport @115858 Dammit It’s freaking 10:25am and I’m at 37% battery life!!!!  It’s Bullshit that happens with every new phone release !  Anybody else sick of this crap ? https://t.co/cXTR0tFyqE,11
apple_2021553,@115858 IF YALL DONT FIX THIS DAMN I️ THING,5
apple_524535,ughhh my screen sensitivity has been sooo off. liking random ppls pics on IG. FT the wrong Person. this is just a no! @115858,5
apple_2502128,"@115858 bruh my iPhone been TRIPPIN. screen freezing, apps crashing, battery life trash. wassup you good??",7
apple_2247090,"Astonishing! Apple performs iOS 11 update on my iPhone 7 then completely locks me out of my phone.  For two days I've spent 4 hours speaking to @AppleSupport folks in India, but to no avail. No acces to my phone. Crazy stuff. Price you pay for buying an expensive Apple device.",4
apple_1581444,"I can’t believe my iwatch just can’t deal with the Cancun heat, the cover is opening up !!!!... @AppleSupport @115858 need some help here! https://t.co/4PJxiIXlwr",3
apple_1579741,"I still have this question mark box, what is that @AppleSupport",5
apple_1701987,What is up with all the # and box ? Like I’m sooooo confused @115858 fix this,5
apple_1791258,@AppleSupport the screen recorder is kinda fuzzy for some games after you finish recording it,3
apple_2414321,I did the 11.1.1 update and my entire phone reset. Pls get ur shit together @115858. Thank you.,4
apple_433052,@115858 please help https://t.co/uAn5LMiF0w,2
apple_2237141,7:50 80% 🔋.  7:55 65% ❌. No las actualizaciones son para mejorar? @AppleSupport @115858,0
apple_284946,@115858 IOS 11 has been the worst update yet. Woke up with 100% battery and within twenty minutes it dropped to 80% on iPhone 7,4
apple_1774901,@AppleSupport i️ am upset. i️ am wondering if this will ever be fixed. i️ would like to send i️ without looking crazy,5
apple_1708481,this iOS 11.2 beta can’t correctly display the letter “i️” and is making me doubt my sense of self @AppleSupport,10
apple_1901327,"iOS 11. I get everyone’s texts twice. My gps has no idea where I am and my battery dies faster. 

Well done @115858",4
apple_2746155,@115858 what is life when I go to call my voicemail and I have a hobbits post box to press to actually get my voicemail?#iphone #voicemailproblems #hobbitsletterbox #mansgothobbitbox https://t.co/3z8DU3B0Gr,9
apple_873675,@AppleSupport recently got iPhone 8. Waze app didn’t transfer to new phone and i am unable to download from App Store. Cloud icon just spins,8
apple_1101043,Ok @AppleSupport I'm about done with this 'track skipping' issue with @115948 I'm moving to @115888. This is nonsense 😠,6
apple_2027777,Shout out to @115858 for my iPhone deciding to delete every single one of my messages which had colleges and important messages 🙃,2
apple_1631172,@AppleSupport having a lot less battery life on my iPhone after the last update. Can you help me?,11
apple_1596672,@AppleSupport is there anything going on with Apple Pay? Im trying to add a card to my new iPhone and it says Apple Pay is unavailable,8
apple_2352189,@AppleSupport photos not loading properly? Restarted my phone and tried clearing some space and still getting the same problem? https://t.co/9Cr0FcLr22,9
apple_1818207,@AppleSupport my iPhone 8’s correcting “is” to “I.S” every time I want to type “is” - what’s that all about?,10
apple_1053446,"@AppleSupport when are you going to fix the power problem, touch delay, Bluetooth coming on when wifi turned on 11.3-Android is calling me",4
apple_2142379,"It’s unbelievable how much that iOS 11 update fucked up my phone, @115858 are a bunch of cowboys",4
apple_403098,@AppleSupport Hi! Is there a particular reason there's a square on the login page here? (Chrome/OS 10.10.5) https://t.co/iuCYE9dlal,3
apple_2864859,@AppleSupport music &amp; podcasts keep pausing randomly and either stopping or randomly starting up again. Any fix for this bug? 6s with the most recent iOS 11 update,6
apple_2300159,@AppleSupport please help in issue related to auto orientation change when it is locked that after #ios11. https://t.co/qh8UTMzLft,4
apple_1891156,im mad tight why tf does the screen recording shit start out of nowhere on my phone plz stop @115858,9
apple_2013054,yo @AppleSupport you can make a phone that can unlock using out face but we can’t type an upper case I️... sick,9
apple_1713720,Is my phone being retarded? Like why does it keep putting question marks in my texts?! @AppleSupport help me!,9
apple_2010602,@115858 please fix this glitch where “I” turns into I️,10
apple_762565,@AppleSupport all my messages have deleted why is this happening,9
apple_1956306,Yo @115858 get the iOS 11 fixed. When I delete a photo/video via the camera app. It doesn’t get deleted.,4
apple_1468425,Why is this happening to me SEND HELP @115858 https://t.co/esRSHDVSj1,5
apple_2889522,"Alright, @115858. I was able to deal with my apps freezing literally every time I opened them. But now you’re making my GamePigeon freeze and I’m not pumped about it. 

This phone’s only a year old. Fix your shit I’m getting a droid. @AppleSupport",1
apple_639886,Yo @115858 your iOS update is killing my battery life. Fix it,11
apple_1638911,Thank a lot @115858 your new OS update..... has totally screwed up my sweet little iPhone 4....... terribly sad ex-loyal customer,1
apple_2314368,@AppleSupport what the fuck does this mean https://t.co/avVjJuqRkY,2
apple_2680192,apple needs to create a notification that tells you when someone has read your message. @118936 @115858 @AppleSupport make it happen.,8
apple_404667,"@AppleSupport What's going on with the new update (11.0.2), battery is draining really fast? Any new updates coming soon? #iOS #BatteryDrain",11
apple_1860772,@AppleSupport literally can’t even make phone calls because of this update wtf did you guys do?,1
apple_1083001,@115858 Any update with the iPhone X select button grey out issue for Apple update program members in the Apple Store app?,1
apple_1760187,"Dear @115858 Fix your crap. I spent a billion dollars on this phone &amp; it can’t even type letter ‘I’ correctly. It’s an iPhone, the letter “i” should be your specialty.",10
apple_1772193,@115858 when are you guys going to fix all the glitching in iPhone 7 pluses now? Because all it does it glitch since the update. 😡,1
apple_1340786,"@115858 is the worst, I need my mac for school wei 😭",3
apple_2261564,.@115858 ain’t shit. My iPhone has never had an issue holding a charge. All of a sudden it’s dropping almost 20% every couple mins🤨. Makes me want to buy a different brand of phone. I️ don’t like being engineered to make a purchase 😒,11
apple_388041,The A9 chip in my iPhone 6s is very happy with iOS11. But the battery simply can’t handle it. iPhone X? 🤔,11
apple_1770790,@AppleSupport trying to log into my Itunes account. Stupidly set up 2 step - not getting SMS to registered number.,8
apple_1996164,"Tried to tweet how excited I️ was for the new update, but I️ can’t post w/o a bunch of random ? popping up. @115858 get your shit together.",1
apple_912033,"@applesupport 11.0.2
I updated last night and now I cannot make phone calls - get an engaged tone.  What do I do?😡",1
apple_1265768,@115858 you need to do something about this fucking update every second my phone keep freezing fix this bullshit update,1
apple_394561,When will @115858 address the control center issue that clearly doesn’t control the Wifi off and on?,3
apple_2771867,"How does a plugged in iPhone on flight mode go from 100% to 0% battery while I’m asleep, I will never understand. This happened multiple times since the new iOS update. @AppleSupport",11
apple_1219232,@194901 @AppleSupport can u help me?:( https://t.co/ZkGxAfDoX3,2
apple_1748049,My “eye” better start working soon or I’m tossin this phone out the window @AppleSupport,9
apple_1818666,"Yes, hello @AppleSupport, your update on my 6s makes my Nokia 3310 feel like a super computer. #constantlyfrozen",1
apple_628019,Am I the only one having issues with #iOS11? @115858 @AppleSupport,4
apple_2361678,@AppleSupport I bought a game on the Mac App Store that isn’t compatible with my machine in spite of verifying the requirements before purchasing. Can I be refunded for this un-playable game that I bought under false pretences?,8
apple_2639685,@AppleSupport my iphone keeps saying https://t.co/7AZmK8l28C is not responding but i am receiving emails?,7
apple_2619905,"Dear @115858 
Please send my old operating system back.
Just airdrop/bluetooth/download/screen mirror/text/email/DM/update or whatever. Thank you. #iphone",7
apple_244953,@AppleSupport the new messenger doesn’t sort by unread at the top anymore ?,3
apple_2048587,Dear @AppleSupport #iOS11 is hogging on the battery like there's no tomorrow,11
apple_2009938,"@115858, this thing with the letter I️ is annoying.",10
apple_2550301,"@AppleSupport My audio keeps breaking, any idea why?",6
apple_367517,Since I’ve updated my iPhone it’s crashed twice this week. Congrats @115858,1
apple_2806664,@AppleSupport iPad froze on upgrade black apple with white screen. #help,3
apple_2078265,Every @AppleSupport update makes my phone even worse like wtf,1
apple_1680034,Why won’t my iPhone let me type the letter I without it turning into I️,10
apple_2807606,"My phone just glitched as i was opening my photo app, and the photo app glitched out, closed itself, and when i went to reopen it — ALL of my pics were erased. @115858 I’ve never hated you as much as I hate you now.",9
apple_700012,"So I just got a replacement for my iPhone X - faulty out of the box. Paint, Screw damaged and plastic wrap looks as if it was removed....

Lesson - ALWAYS check and replace your devices, especially if they cost £1000+....

#iPhoneX

@115858 @116333 https://t.co/UMhhWbPifX",7
apple_1834325,"@AppleSupport @115858    

    T.  T.   T t t.     T
This is my phone typing by itself.
#amazingAI #Sarcasm #irritated #NewUpdate/upatestsuck",9
apple_2962874,Hey @115858 @118721 @AppleSupport what the heck did you do with all of my shows.... ❓They were there this morning... https://t.co/n2MYumFXwh,2
apple_513641,@AppleSupport upgraded to iOS 11.1.2 on my iPhone 6. Phone closes apps and goes to lock screen every few minutes. Unusable! Help!,4
apple_1899984,"After a week of being phoneless, apple really tryna do me dirty by making me create a new iCloud?! 
-upset loyal costumer 
@115858",8
apple_1887726,"@AppleSupport When I try to delete the App Store app from the App drawer in Messages on my phone, the app crashes. Not sure why.",8
apple_2502095,"Hey @115858 @applesupport -any idea why my month old #iPhone8 takes worse pics than the iPhone8 @127271 display phone? Same phone. Exact same camera settings. Cleaned both lenses before photo. 

Would appreciate RTs bc this is NOT ok. Misleading that display &amp; real are different! https://t.co/krmosOpP7o",7
apple_1951531,@AppleSupport love my #iPhone 7 and 11.0.3 but photos freeze when I try to text them.,7
apple_794625,"What is this @115858 @AppleSupport? iPhone 7 Plus, iOS 11.0.2!!! Really, funny 😁 https://t.co/kSYp3ikdgZ",4
apple_945503,"@115858 needs to fix their shit. 
After so many updates my phone still be freezing.",1
apple_92533,Absolute shock the iPhone 8 &amp; X come out and my 7 starts shutting down on 30% battery @115858 you are dirty eyed boys,11
apple_1898008,@AppleSupport why after iOS 11.0.3 updates do both my iPhone5s have intermittent charging issues when using OEM wall chargers?,11
apple_1828577,Dear @AppleSupport why does using emojis slow my phone down? Every update you give out is buggy and it’s annoying.,1
apple_1131388,@AppleSupport is there going to be an update soon for the bugs with iOS 11? I’ve included photo evidence of one such issue https://t.co/C7HeaWfZbr,4
apple_1710678,"I updated @118721 this morning and now my podcasts are gone, so thanks, @115858, for the reminder of why I switched to Android.",6
apple_756452,"Apple Watch Series 3 with cellular. Stay connected, even when you're away from your phone.",7
apple_2484283,@116333 sir switched to apple with 7+   in September end &amp; have visited service center twice &amp; three times software update.#Worstexperienceever.lost charm of owning new phone.bettersamasung-no expectations#iphone back to service center for 10 days.,1
apple_2493826,@118721 why the fuck did you just delete the album from my music!!!!!  Now it won’t re-download!!!!! First you force me to pay for it THREE FUCKING TIMES!!! And now this?!?!?!! What the fuck is up iTunes 😡😡😡😡😡😡😡😡😡😡😡 #reputation https://t.co/i9h5FfCNse,6
apple_2309888,"Meu celular ta todo lerdo,travando,arruma isso @AppleSupport",0
apple_39596,@AppleSupport Ummm please help🙃🙃🙃🙃🙃 https://t.co/OI6rdEp42b,2
apple_646888,ever since i updated ios my phone has been trash @AppleSupport fix it before i switch to android,1
apple_748563,@AppleSupport Trailers app is broken...only showing a few movies in “Theaters” view.   Swiping up in App Switcher does not fix it.,3
apple_1583073,@AppleSupport is the iphone x already sold out in SG?,8
apple_2476843,"But, I️ got bigger fish to fry... I’m talking bigger sh*t than you &amp; I️.",2
apple_1439409,ever since i updated my📱 software this shit has been SLOW. if i wanted a slow phone i would get myself an android. step up your game @115858,1
apple_1704669,@AppleSupport any idea how to fix the messaging crash issues among this new update?,1
apple_2065274,Hey @AppleSupport my just over a month old £2600 MacBook Pro has just randomly died. Help,3
apple_1593923,Telefonumda wifi ve bluetooth açık kalıyor ben açmadığım halde artık bu işe bi çözüm bulun ya @9304 @115858 😠,0
apple_1765153,@115858 how do I get WiFi to stop automatically joining networks via control center. Help. You haven’t help me with this. Cc @AppleSupport,3
apple_1476917,@AppleSupport  @2531 @115858 WTF is this?! It’s stressing me out!! https://t.co/6m46oTyZeB,2
apple_430154,"@AppleSupport @116333 Major issues with iOS 11.0.2. Notification problems, app update issues, iMessage issues. This is really bad Apple. 🙈",4
apple_484562,"@AppleSupport iphone8 works fine, Series 2 Watch works fine, everything’s perfect apart from my activity and workouts aren’t syncing since Tuesday! WiFi, data and Bluetooth all on and working too! Help!!!",7
apple_2841941,Hey @AppleSupport Just got my third robo-call of the morning letting me know my apple ID was compromised and prompting me to either call a different number or hit 1 to talk to someone. Seems super sketchy.,8
apple_542453,@AppleSupport the repeat functionality in the https://t.co/umqxnQK5Vx Slideshow settings doesn’t seem to be functioning properly (the video simply doesn’t repeat). Any ideas?,3
apple_689345,"@AppleSupport I’ve got activation lock on my old iPhone, and it’s not recognising the Apple ID I’m putting in,what do I do? 😩",8
apple_1359152,PS @AppleSupport… when I turn off WiFi in iOS11 it is SUPER annoying that it decides when and where to turn itself back on. Off means off.,4
apple_393129,@AppleSupport @115858 iOS 11 sucks!! My phone keeps freezing randomly and have to force restart it 3x a day.,4
apple_2147704,@115858 your last update messed up the keyboard..send a new update man.! I️ paid to much money for this.! Y’all about to get cursed out real bad then I’m going to go to back to androids MF.!,1
apple_1938506,It really gets on my nerves when I show iPhone users my lock screen and they say nothing is wrong. Do you even iPhone mate??? https://t.co/pIUXSKba7Y,7
apple_2939046,This new iPhone update is KILLING my battery. @115858 I used to have to charge once before bed now my phone is dying like 3 times a day!,11
apple_145276,@115858 new ios11 is awful! Watching my battery drain over 42% listening to one song purchased on iTunes. What gives? Please help,11
apple_2358728,Okay @115858 fix your shit this “I️” thing is getting annoying,10
apple_1152827,@AppleSupport trying to update my iPhone 6s but keeps saying error,1
apple_882416,iOS 11 wifi and Bluetooth control center icons do not turn off those features. Very inconvenient @AppleSupport Ruined my iPhone experience.,4
apple_2031869,@115858 i'll be damned if i paid over $700 for a fucking phone that keeps dying ON THE CHARGER,9
apple_2406762,Okay now my email is having the “I️” glitch 🙄 tf is this?! Has the newest software update fixed this? Anyone know?!?!?  @115858 @AppleSupport https://t.co/dQ3uP7Xsif,5
apple_33346,anyone else’s iPhone autocorrecting the capital letter “I️” to an “a” and a question mark??? https://t.co/bKBfzFcBIZ,10
apple_1149697,@AppleSupport new IOS11.3 is really bad battery drained phone freezes &amp; slowing down of the phone this rate I won’t be buyin new iPhone 😡😡😡,4
apple_1089871,@AppleSupport the new update has frozen my phone more times than it’s actually connected to the WiFi in my house.,1
apple_515898,How do I get past this without a working home button? @AppleSupport https://t.co/3sIZRkLVdr,3
apple_2013661,Hey @115858 is this I️ thing new code so no one knows wtf anyone is saying?,2
apple_629782,WiFi always comes on when I️ turn it off. Brightness won’t stay the same I️ can’t type the letter I️. @115858 get your shit together.,3
apple_2121586,@115858 you gonna get this shit with the capital i figured out one of these days?,2
apple_2592222,Ever since I updated my phone it’s been a piece of shit. @AppleSupport fix it. 🖕🏼,1
apple_2688116,Damn @AppleSupport @115858  messing up with that update my phone Is HORRIBLD now,1
apple_1605039,@115858 why everytime y’all get a new gatdamn phone my phone starts glitching &amp; doing dumb shit ??? https://t.co/anj1VmHVxO,9
apple_909813,"Seriously @115858, my iPhone’s heating up again,battery life has gone from 88% to 62% in a blink of an eye! Keypad freezing etc etc 😡😤 #Fedup",11
apple_402623,Un aplauso para @115858 y @AppleSupport por ios11. No llegan las notificaciones de WhatsApp hasta que no entras en la app,0
apple_2592257,@115858 @AppleSupport Downloaded the new update on my Mac Air and it wouldn't install. Kept giving me an error I now have lost everything years and years of stuff. I couldn't be more upset right now :( #disappointed #upset,3
apple_657048,"@AppleSupport @115858 Out of 20 macbook pros at our office, ~15 broke down between 12m-18m from purchase. ~5 broke down twice or more. (1/2)",3
apple_1981680,@AppleSupport fix the battery issue please because mine is draining almost as fast as my patience at this point 🙄,11
apple_1999129,Clearly not. @115858 can you please fix the keyboard glitch,5
apple_807406,".@312398 Is the 2015 i30's iPod mode incompatible with iOS 11? It keeps displaying ""Communication Error"".",4
apple_370148,@115858 Why can't I send Videos from my iPhone to my wifes android? Any ideas as to why and how to fix this?,7
apple_1895258,"@AppleSupport iPhone 6 on iOS 11.0.3 worst iOS ever.Suckn battry, phne died at 28% , that too on low power mode. #lostTrust @116333",4
apple_633787,@115858 @AppleSupport is this legit? Looks very suspicious?? https://t.co/TrU1N0Gg2E,2
apple_1643228,@115858 need to fix iPhone update I keep seeing question marks #iPhonex #apple,1
apple_554874,"Does anyone know why iPhones do this? 
Every phone I’ve had has done this. 
It was fine yesterday. @AppleSupport https://t.co/eI0wcR8Lb6",7
apple_1485413,Hey @AppleSupport what’s with the autocorrect of I to I️??,10
apple_2042285,iOS 11 ruined my phone @AppleSupport,4
apple_1927918,@118936 @AppleSupport what happened to the “Favorites” section in the iOS App Store app? There seems to be no way to access favorites nor a way to add apps to favorites from an iOS (11) device.,8
apple_2691895,Wtf @115858 I️ have updated twice and I️ am still getting this “ I️ “ bullshit.,10
apple_1768895,Phones been charging for an hour and it’s went from 10% to 4% — why is @115858 suddenly turning into trash,11
apple_2729127,"Thank you @AppleSupport and the Apple Store at Keystone for being so helpful with my iPhone. It might have been frustrating at first, but the outcome was perfect. ❤️",7
apple_1150990,"@115858 time for me to buy an alarm clock, iPhone auto updates without my permission while I was asleep and my alarm never went off for work.",8
apple_2557387,@115858 @AppleSupport it brings a tear to my eye to say this but the customer service I received over the last week is undoubtly the worst I have ever had in my life #Shocked #BadCustomerService,2
apple_2021116,@AppleSupport wth is this??? https://t.co/tGqdcyxFT0,2
apple_1724853,@AppleSupport listen the text replacement isn’t working on all my apps and I️ can’t type “I️” in Gmail and that’s a huge pain in my ass rn,10
apple_667068,"Disgusted with @115858 for telling my 79 year old grandma she’s not allowed to sit in one of their seats while waiting for her phone to be fixed, because they are “only for people testing their products”, causing her to pass out in their store and be taken to the hospital.",2
apple_2485873,"Dear @115858 WTF?? You sovsem ohueli tam? I use original device, why I see this regular? https://t.co/Rc9ootfeoT",2
apple_1702081,Hey @AppleSupport when are you going to fix this shit “I️” cause it’s really annoying!,10
apple_311077,Saluting the many #womenintech representing Apple at #GHC17 and helping build the future of our industry. https://t.co/NIC18EL8Oo,8
apple_1988386,@AppleSupport care to explain why my phone crashes every 30 minutes ever since I updated it?,1
apple_2298049,@115858 yo fix this,5
apple_701625,@AppleSupport I️ did not get a 106GB phone to wake up and all my shit to be deleted &amp; pay for iCloud and it says it can’t load 😑,9
apple_644981,@AppleSupport please fix this iMac dropping internet problem. PLEASE !!!!! arrrrggggghhhhhhhh https://t.co/dhJ1Z43R8q,3
apple_1866571,@AppleSupport why won’t my music app open,6
apple_1202007,"@115858 dear apple, not sure if you have realised but the search function has gone for a toss in the iOS update.  Specially contacts.",8
apple_2286419,@115858 if you don’t fix this damn glitch soon I’m switching to Android.,5
apple_895150,Apple's about to dump 239 new emoji on your phone.  https://t.co/kCcPi58kZw,8
apple_1528899,Looking at vacation pictures and a whole day of photos are *gone*. Without a trace. If only @applesupport could work miracles. #imabeliever,2
apple_81832,"yo @115858 I just bought ya iPhone 7 just like 2 weeks ago and the battery already dies quicker than @4870 dog taking a fat shit, instead of not having a headphone jack, make a better battery, period",7
apple_1571701,I’m tired of this box shit like fix it @115858 🙄 I️ shouldn’t have to correct this shit myself,5
apple_1478371,Yo @AppleSupport what’s been happening with the “I️” and “o” buttons my guy?,10
apple_1196358,"Charging my phone for the fifth time today! I love bringing my external battery with me...like a tamagotchi for adults! Thanks,@115858",11
apple_2364494,I’ll go to my grave hating @AppleSupport for their complete and utter failure of Mac Sierra. Wasted a nice quiet evening,3
apple_1275154,my phone battery just went down 5% in less than a minute fix it please @AppleSupport,11
apple_2300412,@AppleSupport what does my Bluetooth randomly turn itself on and how can I stop it from doing so?,9
apple_1152800,@AppleSupport I have a problem with App Store. The downloads not loading and the page is totally blank! https://t.co/3oJMf4hV2L,8
apple_2558724,"And @115858 , get this I️ crap fixed!!!",5
apple_1990549,"Dear @115858 @AppleSupport,
#l
Get this 👉🏾 I️ shit together. To much money is spent on these phones for this bull.",9
apple_2000000,@115858 fuckin all the sentences up right now man https://t.co/axuFXoCPAD,2
apple_2440686,My phone froze three times today and I had to restart it three times. Fix it @AppleSupport,9
apple_583605,Ios112 what the heck.. 40% usage in 25min since update!!! @AppleSupport @115858 come on.. battery issues again!! You got to be kidding,11
apple_1685131,"@AppleSupport @115858 
Offlate facing issues with my Iphone 7 camera after update. Issue : light streaks. https://t.co/Sk2LHzGy76",7
apple_1391047,"Hey @AppleSupport I’d love to use my earpod controls with podcasts, but it keeps opening Apple Music. Is there a fix?",6
apple_1332731,@AppleSupport since I updated to ios11 my (new) 7plus keeps freezing and not responding. Lost count of the amount of resets I’ve had to do!,4
apple_1516147,Um Me too...please fix the corrupt text @115858 😑 https://t.co/AYRS1ol2Un,5
apple_2770833,@116333  My daughter has an IPhone5. Will not charge after recent update. Went to Apple store today in Philadelphia. Received a new phone but this one will not charge either. Said they cannot reverse update. This has been incredibly frustrating and time consuming. Help!,7
apple_1386565,Why won’t my @115858 watch 3 show my calendar events?? @AppleSupport It shows birthdays and nothing else. https://t.co/eGJSz8Z63I,3
apple_2594455,@AppleSupport  hi why is my iphone 10 times slower and crashing all of a sudden. Not payin for phone that doesn’t work,7
apple_1936949,@AppleSupport and the flash even I turned it off already. I keep on manually turning it off everytime I use the camera. IOS 11.0.3 #iphone7,4
apple_2732923,"The iOS update sucks, my apps crash, it’s slow af, and like...what are the improvements?? This is why I never update. 😒",1
apple_1497344,Why can’t @AppleSupport answer my question? Transferred left and right but get the same spiel.,2
apple_1697423,@115858 @AppleSupport As I️ am sure you are aware. There is a problem when I️ type the letter I️. Please fix it soon! https://t.co/WQV7L6pO19,10
apple_2029491,"@66708 @115858 Could be worse, it could crash about 10 times a day like mine. I seriously regret updating to iOS 11!",4
apple_1459862,After iOS 11.1 update my iPhone 6 is officially a landline phone as I am constantly connected to charger. #ios11sucks. @115858 @AppleSupport,4
apple_2470355,@115858 just wants people to buy the iPhone X or 8 😑😑😑😑 my phone has never died this morning quick ever !!!,7
apple_1803113,@AppleSupport if my phone still has warranty and the battery life decreases by 30% in 10-20 minutes can I get it replaced at an Apple store,11
apple_408848,#help @AppleSupport can you help me out please? Basically I bought music from iTunes n now my phones wiped I can’t seem to find it at all ?,6
apple_293828,"@115858 I’m stuck on this screen, send help https://t.co/dN9ASE0ZfK",5
apple_1974751,"Dear @AppleSupport @115858 the iOS 11 update is 👎🏻
When we swipe up &amp; select wifi it also automatically selects Bluetooth &amp; network",4
